description,qtd_gram,kcal,protein,lipids,saturated,monoinsat,polinsat,omega_6,omega_3,colesterol,cho,fiber,calcium,mg,mn,p,iron,sodium,potassium,copper,zinco,retinol,tiamina,riboflavina,piridoxina,niacina,vitamin_c,eq_niacina,cobalamina,folato,vitamin_d,vitamin_e,trans,sodium_add,selenio,vitamin_a,sugar_total,sugar_add
MANDIOCASOPA,100,"31,44","0,95","0,12","0,04","0,03","0,03","0,03","0,01",.,"7,01","0,71","8,56","6,35","0,07","15,76","0,29","310,43","88,32","0,04","0,12",.,"0,03","0,03","0,04","0,51","2,10","0,67","0,02","9,28",.,"0,20","0,00",.,"1,34","33,48","3,28","2,52"
MANDIOCA,100,"125,00","0,60","0,30","0,10","0,10","0,10","0,05","0,01",.,"30,10","1,60","19,00","27,00","0,06","22,00","0,10","1,00","100,00","0,01","0,20",.,"0,06",.,"0,03",.,"11,10",.,.,.,.,.,.,"286,00",.,.,.,.
AIPIMCOZIDO(A),100,"125,00","0,60","0,30","0,10","0,10","0,10","0,05","0,01",.,"30,10","1,60","19,00","27,00","0,06","22,00","0,10","1,00","100,00","0,01","0,20",.,"0,06",.,"0,03",.,"11,10",.,.,.,.,.,.,"286,00",.,.,.,.
AIPIMASSADO(A),100,"125,00","0,60","0,30","0,10","0,10","0,10","0,05","0,01",.,"30,10","1,60","19,00","27,00","0,06","22,00","0,10","1,00","100,00","0,01","0,20",.,"0,06",.,"0,03",.,"11,10",.,.,.,.,.,.,"286,00",.,.,.,.
AIPIMFRITO(A),100,"162,74","0,57","5,26","0,87","1,23","2,97","2,58","0,35",.,"28,60","1,52","18,05","25,65","0,06","20,90","0,10","0,95","95,00","0,01","0,19",.,"0,06",.,"0,03",.,"10,55",.,.,.,.,"0,41","0,03","286,00","2,28",.,.,.
AIPIMEMPANADO(A)/A MILANESA,100,"162,74","0,57","5,26","0,87","1,23","2,97","2,58","0,35",.,"28,60","1,52","18,05","25,65","0,06","20,90","0,10","0,95","95,00","0,01","0,19",.,"0,06",.,"0,03",.,"10,55",.,.,.,.,"0,41","0,03","286,00","2,28",.,.,.
AIPIMREFOGADO(A),100,"162,74","0,57","5,26","0,87","1,23","2,97","2,58","0,35",.,"28,60","1,52","18,05","25,65","0,06","20,90","0,10","0,95","95,00","0,01","0,19",.,"0,06",.,"0,03",.,"10,55",.,.,.,.,"0,41","0,03","286,00","2,28",.,.,.
AIPIMMOLHO VERMELHO,100,"104,80","0,74","0,28","0,09","0,09","0,09","0,05","0,01",.,"25,16","1,58","17,80","24,80","0,07","22,80","0,28","105,60","146,20","0,03","0,20",.,"0,05","0,01","0,04","0,20","10,28","0,23",.,"2,20",.,"0,28",.,"228,80","0,04","3,48","0,85",.
AIPIMCOM MANTEIGA/OLEO,100,"154,60","0,61","4,34","2,66","1,15","0,25","0,18","0,03","10,75","28,60","1,52","19,25","25,75","0,06","22,10","0,10","29,75","96,20","0,01","0,19","33,55","0,06","0,00","0,03","0,00","10,55","0,01","0,01","0,15","0,07","0,12","0,16","286,00","0,05","34,21","0,01",.
AIPIMENSOPADO,100,"162,74","0,57","5,26","0,87","1,23","2,97","2,58","0,35",.,"28,60","1,52","18,05","25,65","0,06","20,90","0,10","0,95","95,00","0,01","0,19",.,"0,06",.,"0,03",.,"10,55",.,.,.,.,"0,41","0,03","286,00","2,28",.,.,.
AIPIMSOPA,100,"31,44","0,95","0,12","0,04","0,03","0,03","0,03","0,01",.,"7,01","0,71","8,56","6,35","0,07","15,76","0,29","310,43","88,32","0,04","0,12",.,"0,03","0,03","0,04","0,51","2,10","0,67","0,02","9,28",.,"0,20","0,00",.,"1,34","33,48","3,28","2,52"
AIPIM,100,"125,00","0,60","0,30","0,10","0,10","0,10","0,05","0,01",.,"30,10","1,60","19,00","27,00","0,06","22,00","0,10","1,00","100,00","0,01","0,20",.,"0,06",.,"0,03",.,"11,10",.,.,.,.,.,.,"286,00",.,.,.,.
MACAXEIRACRU(A),100,"125,00","0,60","0,30","0,10","0,10","0,10","0,05","0,01",.,"30,10","1,60","19,00","27,00","0,06","22,00","0,10","1,00","100,00","0,01","0,20",.,"0,06",.,"0,03",.,"11,10",.,.,.,.,.,.,"286,00",.,.,.,.
MACAXEIRACOZIDO(A),100,"125,00","0,60","0,30","0,10","0,10","0,10","0,05","0,01",.,"30,10","1,60","19,00","27,00","0,06","22,00","0,10","1,00","100,00","0,01","0,20",.,"0,06",.,"0,03",.,"11,10",.,.,.,.,.,.,"286,00",.,.,.,.
MACAXEIRAASSADO(A),100,"125,00","0,60","0,30","0,10","0,10","0,10","0,05","0,01",.,"30,10","1,60","19,00","27,00","0,06","22,00","0,10","1,00","100,00","0,01","0,20",.,"0,06",.,"0,03",.,"11,10",.,.,.,.,.,.,"286,00",.,.,.,.
MACAXEIRAFRITO(A),100,"162,74","0,57","5,26","0,87","1,23","2,97","2,58","0,35",.,"28,60","1,52","18,05","25,65","0,06","20,90","0,10","0,95","95,00","0,01","0,19",.,"0,06",.,"0,03",.,"10,55",.,.,.,.,"0,41","0,03","286,00","2,28",.,.,.
CARACOZIDO(A),100,"100,00","1,71","0,12","0,03","0,01","0,05","0,04","0,01",.,"23,40","1,80","35,00","21,00","0,67","44,00","0,54","8,00","377,00","0,18","0,30",.,"0,07","0,06","0,19","0,56","9,10","0,91",.,"22,00",.,"0,77",.,"260,00","0,60","1043,46","6,47",.
CARAFRITO(A),100,"115,74","1,71","1,90","0,28","0,42","1,08","0,95","0,13",.,"23,40","1,80","35,00","21,00","0,67","44,00","0,54","8,00","377,00","0,18","0,30",.,"0,07","0,06","0,19","0,56","9,10","0,91",.,"22,00",.,"0,93",.,"260,00","1,42","1043,46","6,47",.
CARAREFOGADO(A),100,"115,74","1,71","1,90","0,28","0,42","1,08","0,95","0,13",.,"23,40","1,80","35,00","21,00","0,67","44,00","0,54","8,00","377,00","0,18","0,30",.,"0,07","0,06","0,19","0,56","9,10","0,91",.,"22,00",.,"0,93",.,"260,00","1,42","1043,46","6,47",.
CARAENSOPADO,100,"115,74","1,71","1,90","0,28","0,42","1,08","0,95","0,13",.,"23,40","1,80","35,00","21,00","0,67","44,00","0,54","8,00","377,00","0,18","0,30",.,"0,07","0,06","0,19","0,56","9,10","0,91",.,"22,00",.,"0,93",.,"260,00","1,42","1043,46","6,47",.
CARAMINGAU,100,"100,00","1,71","0,12","0,03","0,01","0,05","0,04","0,01",.,"23,40","1,80","35,00","21,00","0,67","44,00","0,54","8,00","377,00","0,18","0,30",.,"0,07","0,06","0,19","0,56","9,10","0,91",.,"22,00",.,"0,77",.,"260,00","0,60","1043,46","6,47",.
CARASOPA,100,"31,44","0,95","0,12","0,04","0,03","0,03","0,03","0,01",.,"7,01","0,71","8,56","6,35","0,07","15,76","0,29","310,43","88,32","0,04","0,12",.,"0,03","0,03","0,04","0,51","2,10","0,67","0,02","9,28",.,"0,20","0,00",.,"1,34","33,48","3,28","2,52"
INHAME CARAQUENTO (CARA)COZIDO(A),100,"100,00","1,71","0,12","0,03","0,01","0,05","0,04","0,01",.,"23,40","1,80","35,00","21,00","0,67","44,00","0,54","8,00","377,00","0,18","0,30",.,"0,07","0,06","0,19","0,56","9,10","0,91",.,"22,00",.,"0,77",.,"260,00","0,60","1043,46","6,47",.
BATATA (NÃO ESPECIFICADA)CRU(A),100,"86,00","1,71","0,10","0,03","0,00","0,04","0,03","0,01",.,"20,01","2,05","8,00","20,00","0,14","40,00","0,31","5,00","328,00","0,17","0,27",.,"0,10","0,02","0,27","1,31","7,40","1,76",.,"9,00",.,"0,06",.,"242,00","0,30","0,17","0,86",.
BATATA (NÃO ESPECIFICADA)COZIDO(A),100,"86,00","1,71","0,10","0,03","0,00","0,04","0,03","0,01",.,"20,01","2,05","8,00","20,00","0,14","40,00","0,31","5,00","328,00","0,17","0,27",.,"0,10","0,02","0,27","1,31","7,40","1,76",.,"9,00",.,"0,06",.,"242,00","0,30","0,17","0,86",.
BATATA (NÃO ESPECIFICADA)GRELHADO(A)/BRASA/CHURRASCO,100,"86,00","1,71","0,10","0,03","0,00","0,04","0,03","0,01",.,"20,01","2,05","8,00","20,00","0,14","40,00","0,31","5,00","328,00","0,17","0,27",.,"0,10","0,02","0,27","1,31","7,40","1,76",.,"9,00",.,"0,06",.,"242,00","0,30","0,17","0,86",.
BATATA (NÃO ESPECIFICADA)ASSADO(A),100,"86,00","1,71","0,10","0,03","0,00","0,04","0,03","0,01",.,"20,01","2,05","8,00","20,00","0,14","40,00","0,31","5,00","328,00","0,17","0,27",.,"0,10","0,02","0,27","1,31","7,40","1,76",.,"9,00",.,"0,06",.,"242,00","0,30","0,17","0,86",.
BATATA (NÃO ESPECIFICADA)FRITO(A),100,"263,50","2,87","13,64","2,15","3,07","7,85","6,92","0,93",.,"33,60","3,44","13,43","33,58","0,24","67,17","0,53","8,40","550,76","0,28","0,46",.,"0,17","0,03","0,45","2,20","12,43","2,96",.,"15,11",.,"1,20","0,07","380,00","6,68","0,28","1,44",.
BATATA (NÃO ESPECIFICADA)REFOGADO(A),100,"111,74","1,71","3,01","0,48","0,67","1,72","1,52","0,21",.,"20,01","2,05","8,00","20,00","0,14","40,00","0,31","5,00","328,00","0,17","0,27",.,"0,10","0,02","0,27","1,31","7,40","1,76",.,"9,00",.,"0,30","0,02","242,00","1,63","0,17","0,86",.
BATATA (NÃO ESPECIFICADA)MOLHO VERMELHO,100,"73,60","1,63","0,12","0,03","0,01","0,05","0,04","0,01",.,"17,08","1,94","9,00","19,20","0,13","37,20","0,45","108,80","328,60","0,16","0,26",.,"0,08","0,03","0,24","1,25","7,32","1,64",.,"9,40",.,"0,33",.,"242,00","0,28","3,62","1,54",.
BATATA (NÃO ESPECIFICADA)MOLHO BRANCO,100,"101,39","2,15","2,57","1,55","0,64","0,15","0,12","0,03","6,83","17,86","1,68","29,28","18,31","0,12","51,69","0,32","24,92","292,45","0,14","0,31","20,70","0,10","0,06","0,22","1,15","5,92","1,78","0,09","10,80","0,23","0,11","0,10","242,00","1,41","21,21","1,72",.
BATATA (NÃO ESPECIFICADA)AO VINAGRETE,100,"111,74","1,71","3,01","0,48","0,67","1,72","1,52","0,21",.,"20,01","2,05","8,00","20,00","0,14","40,00","0,31","5,00","328,00","0,17","0,27",.,"0,10","0,02","0,27","1,31","7,40","1,76",.,"9,00",.,"0,30","0,02","242,00","1,63","0,17","0,86",.
BATATA (NÃO ESPECIFICADA)ENSOPADO,100,"111,74","1,71","3,01","0,48","0,67","1,72","1,52","0,21",.,"20,01","2,05","8,00","20,00","0,14","40,00","0,31","5,00","328,00","0,17","0,27",.,"0,10","0,02","0,27","1,31","7,40","1,76",.,"9,00",.,"0,30","0,02","242,00","1,63","0,17","0,86",.
BATATA (NÃO ESPECIFICADA)SOPA,100,"31,44","0,95","0,12","0,04","0,03","0,03","0,03","0,01",.,"7,01","0,71","8,56","6,35","0,07","15,76","0,29","310,43","88,32","0,04","0,12",.,"0,03","0,03","0,04","0,51","2,10","0,67","0,02","9,28",.,"0,20","0,00",.,"1,34","33,48","3,28","2,52"
BATATA (NÃO ESPECIFICADA),100,"86,00","1,71","0,10","0,03","0,00","0,04","0,03","0,01",.,"20,01","2,05","8,00","20,00","0,14","40,00","0,31","5,00","328,00","0,17","0,27",.,"0,10","0,02","0,27","1,31","7,40","1,76",.,"9,00",.,"0,06",.,"242,00","0,30","0,17","0,86",.
MANDIOQUINHACOZIDO(A),100,"76,00","1,37","0,14","0,03",.,"0,06","0,06",.,.,"17,72","2,50","27,00","18,00","0,27","32,00","0,72","27,00","230,00","0,09","0,20",.,"0,06","0,05","0,17","0,54","12,80","1,00",.,"6,00",.,"0,94",.,"148,00","0,20","787,00","5,74",.
MANDIOQUINHAFRITO(A),100,"116,40","1,30","5,13","0,75","1,17","2,95","2,61","0,34",.,"16,83","2,38","25,65","17,10","0,25","30,40","0,69","25,65","218,50","0,09","0,19",.,"0,05","0,04","0,16","0,51","12,16","0,95",.,"5,70",.,"1,35",.,"148,00","2,48","747,65","5,45",.
MANDIOQUINHAREFOGADO(A),100,"91,74","1,37","1,92","0,29","0,41","1,09","0,97","0,12",.,"17,72","2,50","27,00","18,00","0,27","32,00","0,72","27,00","230,00","0,09","0,20",.,"0,06","0,05","0,17","0,54","12,80","1,00",.,"6,00",.,"1,10",.,"148,00","1,02","787,00","5,74",.
MANDIOQUINHAENSOPADO,100,"91,74","1,37","1,92","0,29","0,41","1,09","0,97","0,12",.,"17,72","2,50","27,00","18,00","0,27","32,00","0,72","27,00","230,00","0,09","0,20",.,"0,06","0,05","0,17","0,54","12,80","1,00",.,"6,00",.,"1,10",.,"148,00","1,02","787,00","5,74",.
RABANETECRU(A),100,"16,00","0,68","0,10","0,03","0,02","0,05","0,02","0,03",.,"3,40","1,60","25,00","10,00","0,07","20,00","0,34","39,00","233,00","0,05","0,28",.,"0,01","0,04","0,07","0,25","14,80","0,40",.,"25,00",.,.,.,.,"0,60","0,33","0,92",.
RABANETECOZIDO(A),100,"18,00","0,60","0,10","0,03","0,02","0,05","0,02","0,03",.,"4,10","1,60","27,00","16,00","0,04","23,00","0,40","21,00","227,00","0,12","0,15",.,"0,02","0,02","0,05","0,20","22,00","0,25",.,"28,00",.,.,.,"257,00","0,70",.,"2,89",.
RABANETEAO VINAGRETE,100,"18,00","0,60","0,10","0,03","0,02","0,05","0,02","0,03",.,"4,10","1,60","27,00","16,00","0,04","23,00","0,40","21,00","227,00","0,12","0,15",.,"0,02","0,02","0,05","0,20","22,00","0,25",.,"28,00",.,.,.,"257,00","0,70",.,"2,89",.
BETERRABACRU(A),100,"43,00","1,61","0,17","0,03","0,03","0,06","0,06","0,01",.,"9,56","2,80","16,00","23,00","0,33","40,00","0,80","78,00","325,00","0,08","0,35",.,"0,03","0,04","0,07","0,33","4,90","0,65",.,"109,00",.,"0,04",.,.,"0,70","1,67","6,50",.
BETERRABACOZIDO(A),100,"44,00","1,68","0,18","0,03","0,04","0,06","0,06","0,01",.,"9,96","2,00","16,00","23,00","0,33","38,00","0,79","77,00","305,00","0,07","0,35",.,"0,03","0,04","0,07","0,33","3,60","0,66",.,"80,00",.,"0,04",.,"222,00","0,70","1,75","8,80",.
BETERRABAREFOGADO(A),100,"67,62","1,68","2,85","0,41","0,66","1,61","1,42","0,19",.,"9,96","2,00","16,00","23,00","0,33","38,00","0,79","77,00","305,00","0,07","0,35",.,"0,03","0,04","0,07","0,33","3,60","0,66",.,"80,00",.,"0,29",.,"222,00","1,92","1,75","8,80",.
BETERRABAAO VINAGRETE,100,"44,00","1,68","0,18","0,03","0,04","0,06","0,06","0,01",.,"9,96","2,00","16,00","23,00","0,33","38,00","0,79","77,00","305,00","0,07","0,35",.,"0,03","0,04","0,07","0,33","3,60","0,66",.,"80,00",.,"0,04",.,"222,00","0,70","1,75","8,80",.
BETERRABASOPA,100,"31,44","0,95","0,12","0,04","0,03","0,03","0,03","0,01",.,"7,01","0,71","8,56","6,35","0,07","15,76","0,29","310,43","88,32","0,04","0,12",.,"0,03","0,03","0,04","0,51","2,10","0,67","0,02","9,28",.,"0,20","0,00",.,"1,34","33,48","3,28","2,52"
BETERRABA,100,"43,00","1,61","0,17","0,03","0,03","0,06","0,06","0,01",.,"9,56","2,80","16,00","23,00","0,33","40,00","0,80","78,00","325,00","0,08","0,35",.,"0,03","0,04","0,07","0,33","4,90","0,65",.,"109,00",.,"0,04",.,.,"0,70","1,67","6,50",.
CENOURACRU(A),100,"41,00","0,93","0,24","0,04","0,01","0,12","0,12",.,.,"9,58","2,80","33,00","12,00","0,14","35,00","0,30","69,00","320,00","0,05","0,24",.,"0,07","0,06","0,14","0,98","5,90","1,18",.,"19,00",.,"0,86",.,.,"0,10","840,50","4,73",.
CENOURACOZIDO(A),100,"35,00","0,76","0,18","0,03","0,01","0,09","0,09",.,.,"8,22","3,00","30,00","10,00","0,16","30,00","0,34","58,00","235,00","0,02","0,20",.,"0,07","0,04","0,15","0,65","3,60","0,81",.,"14,00",.,"1,03",.,"242,00","0,70","860,08","3,46",.
CENOURAFRITO(A),100,"60,47","0,74","3,17","0,46","0,70","1,82","1,61","0,20",.,"7,97","2,91","29,10","9,70","0,15","29,10","0,33","56,26","227,95","0,02","0,19",.,"0,06","0,04","0,15","0,63","3,49","0,79",.,"13,58",.,"1,28",.,"242,00","2,05","834,28","3,36",.
CENOURAREFOGADO(A),100,"60,47","0,74","3,17","0,46","0,70","1,82","1,61","0,20",.,"7,97","2,91","29,10","9,70","0,15","29,10","0,33","56,26","227,95","0,02","0,19",.,"0,06","0,04","0,15","0,63","3,49","0,79",.,"13,58",.,"1,28",.,"242,00","2,05","834,28","3,36",.
CENOURAMOLHO VERMELHO,100,"32,80","0,87","0,18","0,03","0,01","0,09","0,08",.,.,"7,65","2,70","26,60","11,20","0,15","29,20","0,48","151,20","254,20","0,04","0,20",.,"0,06","0,05","0,14","0,71","4,28","0,88",.,"13,40",.,"1,11",.,"242,00","0,60","691,55","3,62",.
CENOURAAO ALHO E OLEO,100,"60,47","0,74","3,17","0,46","0,70","1,82","1,61","0,20",.,"7,97","2,91","29,10","9,70","0,15","29,10","0,33","56,26","227,95","0,02","0,19",.,"0,06","0,04","0,15","0,63","3,49","0,79",.,"13,58",.,"1,28",.,"242,00","2,05","834,28","3,36",.
CENOURACOM MANTEIGA/OLEO,100,"56,74","0,79","2,64","1,59","0,64","0,18","0,17","0,01","6,52","8,22","3,00","30,73","10,06","0,16","30,73","0,34","75,46","235,73","0,02","0,20","20,34","0,07","0,05","0,15","0,65","3,60","0,82","0,01","14,09","0,04","1,10","0,10","242,00","0,73","880,82","3,46",.
CENOURAAO VINAGRETE,100,"35,00","0,76","0,18","0,03","0,01","0,09","0,09",.,.,"8,22","3,00","30,00","10,00","0,16","30,00","0,34","58,00","235,00","0,02","0,20",.,"0,07","0,04","0,15","0,65","3,60","0,81",.,"14,00",.,"1,03",.,"242,00","0,70","860,08","3,46",.
CENOURAENSOPADO,100,"60,47","0,74","3,17","0,46","0,70","1,82","1,61","0,20",.,"7,97","2,91","29,10","9,70","0,15","29,10","0,33","56,26","227,95","0,02","0,19",.,"0,06","0,04","0,15","0,63","3,49","0,79",.,"13,58",.,"1,28",.,"242,00","2,05","834,28","3,36",.
CENOURASOPA,100,"31,44","0,95","0,12","0,04","0,03","0,03","0,03","0,01",.,"7,01","0,71","8,56","6,35","0,07","15,76","0,29","310,43","88,32","0,04","0,12",.,"0,03","0,03","0,04","0,51","2,10","0,67","0,02","9,28",.,"0,20","0,00",.,"1,34","33,48","3,28","2,52"
CENOURA,100,"41,00","0,93","0,24","0,04","0,01","0,12","0,12",.,.,"9,58","2,80","33,00","12,00","0,14","35,00","0,30","69,00","320,00","0,05","0,24",.,"0,07","0,06","0,14","0,98","5,90","1,18",.,"19,00",.,"0,86",.,.,"0,10","840,50","4,73",.
NABOCOZIDO(A),100,"22,00","0,71","0,08","0,01","0,01","0,04","0,01","0,03",.,"5,06","2,00","33,00","9,00","0,07","26,00","0,18","16,00","177,00","0,00","0,12",.,"0,03","0,02","0,07","0,30","11,60","0,42",.,"9,00",.,"0,02",.,"242,00","0,20",.,"1,89",.
NABOREFOGADO(A),100,"47,74","0,71","2,99","0,46","0,67","1,72","1,49","0,23",.,"5,06","2,00","33,00","9,00","0,07","26,00","0,18","16,00","177,00","0,00","0,12",.,"0,03","0,02","0,07","0,30","11,60","0,42",.,"9,00",.,"0,26","0,02","242,00","1,53",.,"1,89",.
ACAFRAOCRU(A),100,"310,00","11,43","5,85","1,59","0,43","2,07","0,75","1,24",.,"65,37","3,90","111,00","264,00","28,41","252,00","11,10","148,00","1724,00","0,33","1,09",.,"0,12","0,27","1,01","1,46","80,80","1,46",.,"93,00",.,"1,69",.,.,"5,60","26,50",.,.
BATATA INGLESA ORGANICAFRITO(A),100,"263,50","2,87","13,64","2,15","3,07","7,85","6,92","0,93",.,"33,60","3,44","13,43","33,58","0,24","67,17","0,53","8,40","550,76","0,28","0,46",.,"0,17","0,03","0,45","2,20","12,43","2,96",.,"15,11",.,"1,20","0,07","380,00","6,68","0,28","1,44",.
CREME DE ARROZ,100,"148,32","3,80","3,30","1,84","0,83","0,23","0,15","0,08","9,63","26,07","0,30","110,54","13,75","0,14","99,07","0,08","387,30","147,16","0,03","0,48","26,95","0,06","0,18","0,09","0,41","0,25","1,75","0,42","5,31","0,96","0,07","0,11",.,"5,40","27,36","17,40","12,33"
ARROZINA,100,"148,32","3,80","3,30","1,84","0,83","0,23","0,15","0,08","9,63","26,07","0,30","110,54","13,75","0,14","99,07","0,08","387,30","147,16","0,03","0,48","26,95","0,06","0,18","0,09","0,41","0,25","1,75","0,42","5,31","0,96","0,07","0,11",.,"5,40","27,36","17,40","12,33"
MUCILON,100,"78,24","2,42","3,06","1,35","0,89","0,56","0,50","0,06","6,02","10,46","0,17","124,57","13,22","0,03","95,38","0,22","319,33","156,85","0,02","0,45","21,17","0,07","0,18","0,04","0,32","0,15","1,17","0,30","11,23","0,51","0,19","0,23",.,"4,03","30,10","7,20","2,08"
MINGAU DE ARROZ,100,"148,32","3,80","3,30","1,84","0,83","0,23","0,15","0,08","9,63","26,07","0,30","110,54","13,75","0,14","99,07","0,08","387,30","147,16","0,03","0,48","26,95","0,06","0,18","0,09","0,41","0,25","1,75","0,42","5,31","0,96","0,07","0,11",.,"5,40","27,36","17,40","12,33"
CROQUINHOS DE ARROZ,100,"387,00","12,94","4,54","0,70","1,10","2,56","2,50","0,06",.,"77,90","14,50","7,00","144,00","1,11","358,00","3,19","8,00","329,00","0,26","3,08",.,"0,10","0,08","0,16","2,31",.,"3,73",.,"31,00",.,"0,29",.,.,.,"9,83","0,86",.
FARINHA DE AVEIA,100,"384,00","16,00","6,30","1,11","1,98","2,30","2,20","0,10",.,"67,00","9,80","52,00","148,00","3,63","474,00","4,20","4,00","350,00","0,34","3,07",.,"0,73","0,14","0,12","0,78",.,"4,48",.,"32,00",.,"0,70",.,.,"34,00",.,"1,57",.
AVEIA EM FLOCOS,100,"384,00","16,00","6,30","1,11","1,98","2,30","2,20","0,10",.,"67,00","9,80","52,00","148,00","3,63","474,00","4,20","4,00","350,00","0,34","3,07",.,"0,73","0,14","0,12","0,78",.,"4,48",.,"32,00",.,"0,70",.,.,"34,00",.,"1,57",.
FUBA DE MILHO,100,"60,58","1,44","0,20","0,03","0,05","0,08","0,08",.,.,"13,00","0,26","2,82","5,24","0,02","11,92","0,64","2,65","23,20","0,02","0,07",.,"0,10","0,06","0,02","0,81",.,"0,98",.,"39,44",.,"0,02",.,"236,00","2,78","0,02","0,52",.
FARINHA DE MILHO,100,"351,00","7,20","1,50","0,40","0,40","0,60","0,63","0,02",.,"79,10","5,50","1,00","31,00",.,"84,00","2,30","45,00","58,00","0,27","0,60",.,"0,25",.,"0,25",.,.,.,.,.,.,.,.,.,.,"9,00",.,.
PUBA DE MILHO,100,"311,00","4,80","12,40","4,50","3,90","1,50","1,34","0,08","82,00","45,10","0,70","83,00","10,00","0,11","128,00","0,70","134,00","118,00","0,04","0,40","57,00","0,11","0,05",.,.,.,.,.,.,.,.,"1,99",.,.,.,"8,27","5,68"
PUBA DE FUBA,100,"311,00","4,80","12,40","4,50","3,90","1,50","1,34","0,08","82,00","45,10","0,70","83,00","10,00","0,11","128,00","0,70","134,00","118,00","0,04","0,40","57,00","0,11","0,05",.,.,.,.,.,.,.,.,"1,99",.,.,.,"8,27","5,68"
MILHO MOIDOCOZIDO(A),100,"160,14","3,32","7,18","1,12","1,72","4,01","3,59","0,42",.,"25,11","4,25","3,15","26,01","0,16","75,00","0,45","244,96","212,05","0,05","0,61",.,"0,22","0,07","0,06","1,61","6,20","2,00",.,"46,00",.,"0,57","0,03","245,00","2,90","13,17","3,16",.
MINGAU DE MILHO,100,"78,24","2,42","3,06","1,35","0,89","0,56","0,50","0,06","6,02","10,46","0,17","124,57","13,22","0,03","95,38","0,22","319,33","156,85","0,02","0,45","21,17","0,07","0,18","0,04","0,32","0,15","1,17","0,30","11,23","0,51","0,19","0,23",.,"4,03","30,10","7,20","2,08"
AMIDO DE MILHO,100,"78,24","2,42","3,06","1,35","0,89","0,56","0,50","0,06","6,02","10,46","0,17","124,57","13,22","0,03","95,38","0,22","319,33","156,85","0,02","0,45","21,17","0,07","0,18","0,04","0,32","0,15","1,17","0,30","11,23","0,51","0,19","0,23",.,"4,03","30,10","7,20","2,08"
AMIDO DE ARROZ,100,"148,32","3,80","3,30","1,84","0,83","0,23","0,15","0,08","9,63","26,07","0,30","110,54","13,75","0,14","99,07","0,08","387,30","147,16","0,03","0,48","26,95","0,06","0,18","0,09","0,41","0,25","1,75","0,42","5,31","0,96","0,07","0,11",.,"5,40","27,36","17,40","12,33"
CREMOGEMA,100,"78,24","2,42","3,06","1,35","0,89","0,56","0,50","0,06","6,02","10,46","0,17","124,57","13,22","0,03","95,38","0,22","319,33","156,85","0,02","0,45","21,17","0,07","0,18","0,04","0,32","0,15","1,17","0,30","11,23","0,51","0,19","0,23",.,"4,03","30,10","7,20","2,08"
VITAMILHO,100,"128,30","4,35","0,22","0,04","0,03","0,09","0,08",.,.,"26,42","1,71","10,74","15,82","0,27","58,01","0,37","261,48","57,49","0,09","0,28",.,"0,06","0,03","0,04","1,19",.,"2,12",.,"6,82",.,"0,05",.,"256,00","3,75","0,06","0,72",.
CREME DE MILHO,100,"78,24","2,42","3,06","1,35","0,89","0,56","0,50","0,06","6,02","10,46","0,17","124,57","13,22","0,03","95,38","0,22","319,33","156,85","0,02","0,45","21,17","0,07","0,18","0,04","0,32","0,15","1,17","0,30","11,23","0,51","0,19","0,23",.,"4,03","30,10","7,20","2,08"
SUCRILHOS DE MILHO,100,"377,00","4,70","0,70",.,.,.,.,.,.,"88,80","2,10","56,00","8,00",.,"43,00","3,90","405,00","52,00","0,04","8,50",.,"0,73","1,11","0,79","10,13",.,.,.,.,.,.,.,.,.,"15,00","38,02","38,67"
CEREAL MATINAL DE MILHO EM FLOCOS,100,"377,00","4,70","0,70",.,.,.,.,.,.,"88,80","2,10","56,00","8,00",.,"43,00","3,90","405,00","52,00","0,04","8,50",.,"0,73","1,11","0,79","10,13",.,.,.,.,.,.,.,.,.,"15,00","38,02","38,67"
GERME DE TRIGO,100,"360,00","23,15","9,72","1,67","1,37","6,01","5,29","0,72",.,"51,80","13,20","39,00","239,00","13,30","842,00","6,26","12,00","892,00","0,80","12,29",.,"1,88","0,50","1,30","6,81",.,"12,10",.,"281,00",.,"21,81",.,.,"79,20","5,17","8,70",.
FIBRA DE TRIGO,100,"216,00","15,55","4,25","0,63","0,64","2,21","2,04","0,17",.,"64,51","42,80","73,00","611,00","11,50","1013,00","10,57","2,00","1182,00","1,00","7,27",.,"0,52","0,58","1,30","13,58",.,"18,28",.,"79,00",.,"1,49",.,.,"77,60","0,50","1,60",.
FIBRA DE CEREAL TRIGO,100,"216,00","15,55","4,25","0,63","0,64","2,21","2,04","0,17",.,"64,51","42,80","73,00","611,00","11,50","1013,00","10,57","2,00","1182,00","1,00","7,27",.,"0,52","0,58","1,30","13,58",.,"18,28",.,"79,00",.,"1,49",.,.,"77,60","0,50","1,60",.
FARINHA DE MANDIOCA,100,"361,00","1,60","0,30","0,10","0,10",.,"0,03","0,01",.,"87,90","6,40","65,00","37,00",.,"42,00","1,10","1,00","340,00","0,08","0,40",.,"0,14",.,.,.,.,.,.,.,.,.,"0,10",.,.,.,.,.
FARINHA DE COPIOBA,100,"361,00","1,60","0,30","0,10","0,10",.,"0,03","0,01",.,"87,90","6,40","65,00","37,00",.,"42,00","1,10","1,00","340,00","0,08","0,40",.,"0,14",.,.,.,.,.,.,.,.,.,"0,10",.,.,.,.,.
